Date,Open,High,Low,Close,Adj Close,Volume
2024-04-05,152.02999877929688,153.00999450683594,151.61000061035156,152.38999938964844,152.38999938964844,6778100
2024-04-08,151.99000549316406,153.0399932861328,151.55999755859375,151.58999633789062,151.58999633789062,5935400
2024-04-09,151.5500030517578,152.52999877929688,150.94000244140625,152.2899932861328,152.2899932861328,6135600
2024-04-10,151.52999877929688,151.82000732421875,149.75999450683594,150.1999969482422,150.1999969482422,6809500
2024-04-11,150.8000030517578,150.8699951171875,148.38999938964844,148.7899932861328,148.7899932861328,8374400
2024-04-12,148.05999755859375,149.07000732421875,147.14999389648438,147.52000427246094,147.52000427246094,7097500
2024-04-15,148.3699951171875,149.49000549316406,147.3699951171875,147.58999633789062,147.58999633789062,8502300
2024-04-16,145.00999450683594,146.25,143.38999938964844,144.4499969482422,144.4499969482422,12774900
2024-04-17,145.0,145.41000366210938,143.5399932861328,144.77000427246094,144.77000427246094,9378100
2024-04-18,144.97999572753906,145.8000030517578,143.1300048828125,145.74000549316406,145.74000549316406,9887700
