Date,Open,High,Low,Close,Adj Close,Volume
2024-04-05,188.58999633789062,190.32000732421875,188.02000427246094,189.13999938964844,189.13999938964844,2013600
2024-04-08,189.24000549316406,190.24000549316406,188.91000366210938,189.82000732421875,189.82000732421875,2678300
2024-04-09,190.5399932861328,191.25,186.66000366210938,189.30999755859375,189.30999755859375,2794200
2024-04-10,187.4199981689453,187.9199981689453,185.52000427246094,186.0399932861328,186.0399932861328,3081700
2024-04-11,186.0399932861328,186.8000030517578,184.5800018310547,185.89999389648438,185.89999389648438,2861700
2024-04-12,184.0,185.1699981689453,181.69000244140625,182.27000427246094,182.27000427246094,3545100
2024-04-15,185.57000732421875,187.47999572753906,180.8800048828125,181.25,181.25,3528100
2024-04-16,185.58999633789062,185.7100067138672,182.86000061035156,183.75,183.75,4473700
2024-04-17,184.16000366210938,184.6699981689453,181.77999877929688,183.10000610351562,183.10000610351562,3003000
2024-04-18,182.35000610351562,183.4600067138672,180.1699981689453,181.47000122070312,181.47000122070312,2886700
