Date,Open,High,Low,Close,Adj Close,Volume
2023-04-03,286.5199890136719,288.2699890136719,283.95001220703125,287.2300109863281,284.8918151855469,24883300
2023-04-04,287.2300109863281,290.45001220703125,285.6700134277344,287.17999267578125,284.84222412109375,25824300
2023-04-05,285.8500061035156,287.1499938964844,282.9200134277344,284.3399963378906,282.02532958984375,22064800
2023-04-06,283.2099914550781,292.0799865722656,282.0299987792969,291.6000061035156,289.2261962890625,29770300
2023-04-10,289.2099914550781,289.6000061035156,284.7099914550781,289.3900146484375,287.03424072265625,23103000
2023-04-11,285.75,285.9800109863281,281.6400146484375,282.8299865722656,280.52764892578125,27276600
2023-04-12,284.7900085449219,287.010009765625,281.9599914550781,283.489990234375,281.1822509765625,27403400
2023-04-13,283.5899963378906,289.8999938964844,283.1700134277344,289.8399963378906,287.48052978515625,24222700
2023-04-14,287.0,288.4800109863281,283.69000244140625,286.1400146484375,283.8106689453125,20987900
2023-04-17,289.92999267578125,291.6000061035156,286.1600036621094,288.79998779296875,286.4490051269531,23836200
2023-04-18,291.57000732421875,291.760009765625,287.010009765625,288.3699951171875,286.02252197265625,20161800
2023-04-19,285.989990234375,289.04998779296875,284.5400085449219,288.45001220703125,286.10186767578125,17150300
2023-04-20,285.25,289.0299987792969,285.0799865722656,286.1099853515625,283.7808837890625,23244400
2023-04-21,285.010009765625,286.2699890136719,283.05999755859375,285.760009765625,283.43377685546875,21676400
2023-04-24,282.0899963378906,284.95001220703125,278.7200012207031,281.7699890136719,279.47625732421875,26611000
2023-04-25,279.510009765625,281.6000061035156,275.3699951171875,275.4200134277344,273.1780090332031,45772200
2023-04-26,296.70001220703125,299.57000732421875,292.7300109863281,295.3699951171875,292.9655456542969,64599200
2023-04-27,295.9700012207031,305.20001220703125,295.25,304.8299865722656,302.3485107421875,46462600
2023-04-28,304.010009765625,308.92999267578125,303.30999755859375,307.260009765625,304.7587585449219,36446700
2023-05-01,306.9700012207031,308.6000061035156,305.1499938964844,305.55999755859375,303.0726013183594,21294100
2023-05-02,307.760009765625,309.17999267578125,303.9100036621094,305.4100036621094,302.9237976074219,26404400
2023-05-03,306.6199951171875,308.6099853515625,304.0899963378906,304.3999938964844,301.92205810546875,22360800
2023-05-04,306.239990234375,307.760009765625,303.3999938964844,305.4100036621094,302.9237976074219,22519900
2023-05-05,305.7200012207031,311.9700012207031,304.2699890136719,310.6499938964844,308.1211853027344,28181200
2023-05-08,310.1300048828125,310.20001220703125,306.0899963378906,308.6499938964844,306.1374206542969,21318600
2023-05-09,308.0,310.0400085449219,306.30999755859375,307.0,304.5008544921875,21340800
2023-05-10,308.6199951171875,313.0,307.6700134277344,312.30999755859375,309.76763916015625,30078000
2023-05-11,310.1000061035156,311.1199951171875,306.260009765625,310.1099853515625,307.5855407714844,31680200
2023-05-12,310.54998779296875,310.6499938964844,306.6000061035156,308.9700012207031,306.454833984375,19758100
2023-05-15,309.1000061035156,309.8999938964844,307.5899963378906,309.4599914550781,306.94085693359375,16336500
2023-05-16,309.8299865722656,313.7099914550781,309.8299865722656,311.739990234375,309.2022705078125,26730300
2023-05-17,312.2900085449219,314.42999267578125,310.739990234375,314.0,312.1247253417969,24315000
2023-05-18,314.5299987792969,319.0400085449219,313.7200012207031,318.5199890136719,316.6177062988281,27276000
2023-05-19,316.739990234375,318.75,316.3699951171875,318.3399963378906,316.43878173828125,27529500
2023-05-22,318.6000061035156,322.5899963378906,318.010009765625,321.17999267578125,319.2618713378906,24115700
