Date,Open,High,Low,Close,Adj Close,Volume
2023-04-03,148.42999267578125,150.07000732421875,147.08999633789062,149.50999450683594,145.80258178710938,5721700
2023-04-04,150.0800018310547,151.7100067138672,150.0800018310547,150.22999572753906,146.50474548339844,6714300
2023-04-05,151.3300018310547,152.35000610351562,151.14999389648438,151.25999450683594,147.5092010498047,6094800
2023-04-06,151.8699951171875,152.9600067138672,151.4199981689453,152.22000122070312,148.44540405273438,5399700
2023-04-10,151.64999389648438,151.6699981689453,149.50999450683594,150.9600067138672,147.21664428710938,4891800
2023-04-11,151.25999450683594,151.44000244140625,150.52000427246094,150.66000366210938,146.924072265625,6311800
2023-04-12,150.30999755859375,152.41000366210938,149.92999267578125,151.07000732421875,147.3239288330078,6137900
2023-04-13,150.89999389648438,151.8699951171875,149.82000732421875,151.77000427246094,148.0065460205078,5489500
2023-04-14,151.35000610351562,151.58999633789062,150.50999450683594,151.0,147.25564575195312,4478800
2023-04-17,151.1699981689453,151.47000122070312,150.33999633789062,151.0500030517578,147.30441284179688,4296400
2023-04-18,150.97999572753906,151.58999633789062,150.10000610351562,151.2100067138672,147.46043395996094,4158400
2023-04-19,151.1699981689453,151.89999389648438,150.7100067138672,151.24000549316406,147.4897003173828,3837600
2023-04-20,150.3699951171875,151.36000061035156,150.3699951171875,150.85000610351562,148.0303955078125,5370900
2023-04-21,154.94000244140625,158.11000061035156,154.5,156.07000732421875,153.15284729003906,14876900
2023-04-24,155.22000122070312,157.25,155.22000122070312,156.35000610351562,153.42759704589844,8109800
2023-04-25,156.50999450683594,157.94000244140625,155.7899932861328,156.38999938964844,153.4668426513672,8341800
2023-04-26,155.3000030517578,156.0,154.33999633789062,154.5800018310547,151.69065856933594,4843700
2023-04-27,155.3000030517578,156.61000061035156,155.00999450683594,156.47000122070312,153.54534912109375,4805600
2023-04-28,156.27999877929688,157.3699951171875,155.75999450683594,156.3800048828125,153.45703125,5754000
2023-05-01,156.02999877929688,157.39999389648438,155.8000030517578,156.57000732421875,153.64349365234375,3844600
2023-05-02,156.58999633789062,156.92999267578125,155.6699981689453,156.42999267578125,153.50608825683594,5262900
2023-05-03,156.63999938964844,157.57000732421875,155.42999267578125,156.22999572753906,153.30984497070312,5775000
2023-05-04,156.10000610351562,156.60000610351562,155.08999633789062,155.50999450683594,152.60328674316406,4892600
2023-05-05,155.39999389648438,156.30999755859375,154.69000244140625,156.02999877929688,153.1135711669922,3988200
2023-05-08,155.35000610351562,155.72999572753906,154.8699951171875,155.3000030517578,152.397216796875,4950700
2023-05-09,155.85000610351562,155.97999572753906,153.5800018310547,153.7100067138672,150.83694458007812,4472100
2023-05-10,153.4499969482422,154.32000732421875,152.44000244140625,154.02999877929688,151.15097045898438,4754900
2023-05-11,154.80999755859375,154.88999938964844,153.38999938964844,154.38999938964844,151.5042266845703,3495300
2023-05-12,154.6999969482422,156.0500030517578,154.38999938964844,155.9600067138672,153.04489135742188,5252200
2023-05-15,156.61000061035156,156.75,154.63999938964844,156.00999450683594,153.09393310546875,5414900
2023-05-16,155.8699951171875,156.9199981689453,154.92999267578125,155.74000549316406,152.82899475097656,5591500
2023-05-17,156.25999450683594,156.55999755859375,153.89999389648438,155.0800018310547,152.18133544921875,4286900
2023-05-18,153.30999755859375,153.64999389648438,151.60000610351562,152.52999877929688,149.67898559570312,6997600
2023-05-19,152.47000122070312,153.32000732421875,151.83999633789062,153.1699981689453,150.30702209472656,4752700
2023-05-22,152.5,152.60000610351562,148.8300018310547,149.16000366210938,146.3719940185547,7876200
2023-05-23,148.7899932861328,148.8800048828125,147.07000732421875,147.5500030517578,144.79208374023438,6116000
2023-05-24,147.58999633789062,148.1999969482422,146.08999633789062,146.3300018310547,143.59486389160156,5755400
2023-05-25,145.49000549316406,146.2100067138672,144.35000610351562,145.38999938964844,142.67245483398438,6510300
2023-05-26,145.3300018310547,146.00999450683594,144.72999572753906,145.39999389648438,142.68226623535156,4716400
2023-05-30,143.86000061035156,144.0399932861328,142.35000610351562,143.17999267578125,140.50375366210938,5561000
2023-05-31,143.16000366210938,143.97999572753906,141.89999389648438,142.5,139.8364715576172,19854800
2023-06-01,143.25,144.1199951171875,142.4499969482422,143.9600067138672,141.26918029785156,6091100
2023-06-02,144.50999450683594,146.67999267578125,144.38999938964844,146.52000427246094,143.7813262939453,6123500
